date,hour_et,open,high,low,close,volume,ret_63h,ret_126h,ret_252h,ema_50,ema_200,ema50_slope1h,rsi_21,rsi_50,atr_14,roll_std_20,momentum_score_total,ret_fwd_63d,y,y_syn
2023-01-04,4,382.5,382.62,382.0,382.38,35003.0,0.0,0.0,0.0,384.2846540431665,386.0559268258314,-0.07774098135371332,23.60999380040434,11.443814285986235,2.0728151375902693,0.0,0.0,,FLAT,FLAT
2023-01-04,5,382.38,382.87,381.87,382.08,13869.0,0.0,0.0,0.0,384.19819702186584,386.01636536487786,-0.08645702130064592,23.18151400421806,11.357098688830646,1.99618548490525,0.0,0.0,,FLAT,FLAT
2023-01-04,6,382.3,382.81,382.26,382.38,23453.0,0.0,0.0,0.0,384.1268951778711,385.98018262492883,-0.07130184399471773,24.617967653270043,12.037240055269876,1.9057436645548764,0.0,0.0,,FLAT,FLAT
2023-01-04,7,382.28,382.39,381.4,381.84,419962.0,0.0,0.0,0.0,384.03721301403306,385.93898677791464,-0.08968216383806293,23.777625479412436,11.869957436574225,1.8403334028009575,0.003131948012730045,0.0,,FLAT,FLAT
2023-01-04,8,382.17,383.28,381.3,382.92,538098.0,0.0,0.0,0.0,383.9934007389729,385.90894710848266,-0.04381227506013374,28.876084304981745,14.300515641440498,1.850309588315172,0.003225045560226086,0.0,,FLAT,FLAT
2023-01-04,9,382.97,384.17,381.9,383.23,6957914.0,0.0,0.0,0.0,383.96346345509164,385.88229091834853,-0.029937283881281473,30.281585381344158,14.98723305461408,1.880287474864091,0.003217835274432127,0.0,,FLAT,FLAT
2023-01-04,10,383.16,384.27,380.0,382.975,12505958.0,0.0,0.0,0.0,383.9247001823429,385.8533626505043,-0.038763272748724376,29.773411994987683,14.88710345753907,2.0509812266595118,0.0029904572483155675,0.0,,FLAT,FLAT
2023-01-04,11,382.97,385.88,382.311,385.48,9564297.0,0.0,0.0,0.0,383.98569233205495,385.84964759925555,0.06099214971203537,40.13574895246967,20.229369438798287,2.1594111390409765,0.0033378192783447276,0.0,,FLAT,FLAT
2023-01-04,12,385.5,385.74,384.33,384.34,5492398.0,0.0,0.0,0.0,383.99958675040574,385.8346262301087,0.013894418350787419,37.492222003998044,19.656433707732063,2.1058817719666227,0.0034020955117288025,0.0,,FLAT,FLAT
2023-01-04,13,384.35,385.33,383.65,384.14,5834923.0,0.0,0.0,0.0,384.00509315235064,385.81776427757035,0.005506401944899153,37.042783345630944,19.557274973887743,2.0754616453975787,0.002884994741709822,0.0,,FLAT,FLAT
2023-01-04,14,384.26,385.56,381.14,383.2301,15159187.0,0.0,0.0,0.0,383.97470126402317,385.792016374311,-0.03039188832747186,35.036453415576005,19.109748419300445,2.2429286707263243,0.0029429564442833077,0.0,,FLAT,FLAT
2023-01-04,15,383.26,384.08,381.2163,383.74,18092611.0,0.0,0.0,0.0,383.965497292885,385.7715983009348,-0.00920397113816307,37.04288432403277,20.154531218985582,2.287269479960158,0.0022808310581396386,0.0,,FLAT,FLAT
2023-01-04,16,383.7,383.95,383.15,383.42,8783450.0,0.0,0.0,0.0,383.94410524218364,385.7481993128658,-0.021392050701365406,36.30402205274439,19.98919650211549,2.1810359456772903,0.0022663489737837017,0.0,,FLAT,FLAT
2023-01-04,17,383.31,383.88,383.29,383.61,173955.0,0.0,0.0,0.0,383.9310030758235,385.7269236978124,-0.013102166360113188,37.086363618423505,20.384894974891452,2.067390520986054,0.002182919905944308,0.0,,FLAT,FLAT
2023-01-04,18,383.45,383.87,383.38,383.63,114351.0,0.0,0.0,0.0,383.9191990336344,385.7060587853964,-0.011804042189112351,37.17165510969005,20.427164843068724,1.9547197694870506,0.0021851225057587754,0.0,,FLAT,FLAT
2023-01-04,19,383.55,383.75,383.34,383.37,71728.0,0.0,0.0,0.0,383.8976618166292,385.68281441937256,-0.021537217005231923,36.49628439724114,20.28430413076211,1.8443826430951202,0.002164183441736424,0.0,,FLAT,FLAT
2023-01-05,4,383.0,383.6,382.52,383.6,29930.0,0.0,0.0,0.0,383.8859888042124,385.6620898977868,-0.011673012416792972,37.55019839953718,20.784389219388444,1.789783882874043,0.0021580081116580885,0.0,,FLAT,FLAT
2023-01-05,5,383.64,384.32,383.59,384.08,31679.0,0.0,0.0,0.0,383.8935970864002,385.64634770974914,0.007608282187788973,39.74162122757698,21.828711775055694,1.714085034097327,0.0021616056453927545,0.0,,FLAT,FLAT
2023-01-05,6,384.12,384.71,384.08,384.29,75003.0,0.0,0.0,0.0,383.9091422986982,385.6328517126372,0.015545212298036404,40.697570746350664,22.28608909966367,1.6366503888046606,0.0021616989441783463,0.0,,FLAT,FLAT
2023-01-05,7,384.28,384.92,383.8,383.88,218120.0,0.0,0.0,0.0,383.90799946345516,385.61541040206373,-0.001142835243058471,39.41571033628651,22.029305868088954,1.599746789604328,0.00218611389140554,0.0,,FLAT,FLAT
2023-01-05,8,384.24,384.9,381.4,381.71,1027125.0,0.0,0.0,0.0,383.82180340606476,385.5765505970681,-0.08619605739039571,33.54414209028873,20.738782547482984,1.7354791617754475,0.002385053108752537,0.0,,FLAT,FLAT
2023-01-05,9,381.66,381.76,378.89,380.12,10127331.0,0.0,0.0,0.0,383.67663464504267,385.5222565612764,-0.14516876102209153,30.09503771573337,19.868536158685913,1.816516364505773,0.002551269072746768,0.0,,FLAT,FLAT
2023-01-05,10,380.13,381.84,379.28,379.39,13637011.0,0.0,0.0,0.0,383.50853132562924,385.46123908305475,-0.16810331941343293,28.673727628478375,19.485473692845176,1.8696223384696464,0.00256496121111956,0.0,,FLAT,FLAT
2023-01-05,11,379.4,380.34,378.76,379.3,7698136.0,0.0,0.0,0.0,383.3434908814869,385.39993322153185,-0.16504044414233476,28.499490784842237,19.438326463691382,1.8489350285789563,0.0025537307188139144,0.0,,FLAT,FLAT
2023-01-05,12,379.29,380.45,379.095,379.42,4900893.0,0.0,0.0,0.0,383.18962849397764,385.34043139843203,-0.15386238750926395,29.10262508886707,19.702664100918867,1.8136539551090283,0.002449846301860566,0.0,,FLAT,FLAT
2023-01-05,13,379.435,381.47,379.04,380.57,9119797.0,0.0,0.0,0.0,383.08689796480206,385.2929644193432,-0.10273052917557379,34.649633405121904,22.199017821257783,1.8576786726012409,0.0025582094978717092,0.0,,FLAT,FLAT
2023-01-05,14,380.58,381.71,380.06,380.8009,5627099.0,0.0,0.0,0.0,382.99725098579023,385.2482672609418,-0.08964697901183172,35.71007552485858,22.69143434587332,1.8428444817011507,0.0025656303285692766,0.0,,FLAT,FLAT
2023-01-05,15,380.82,380.82,378.915,379.4,14470406.0,0.0,0.0,0.0,382.85618231968084,385.1900755469026,-0.1410686661093905,32.364433630315105,21.83582736794351,1.847284161579638,0.002113136686481767,0.0,,FLAT,FLAT
2023-01-05,16,379.44,379.84,379.27,379.76,6181049.0,0.0,0.0,0.0,382.73476340518357,385.13604494444587,-0.12141891449726927,34.03208815727608,22.601100462359867,1.7560495786096635,0.0020828146067316347,0.0,,FLAT,FLAT
2023-01-05,17,379.74,379.85,379.4,379.77,70517.0,0.0,0.0,0.0,382.61849817360775,385.0826514624116,-0.11626523157582369,34.07949469972418,22.622573545916396,1.6627603229946908,0.0020874577929935884,0.0,,FLAT,FLAT
2023-01-05,18,379.85,380.2,379.38,380.0,351195.0,0.0,0.0,0.0,382.51581197072113,385.03207781601947,-0.10268620288661623,35.20402384678957,23.123134598784944,1.6025631570664982,0.0020583036450248842,0.0,,FLAT,FLAT
2023-01-05,19,380.0,380.38,380.0,380.34,42220.0,0.0,0.0,0.0,382.43048601108507,384.98539047456654,-0.08532595963606582,36.875456264027235,23.866061486877882,1.5152372172760338,0.002041018443363808,0.0,,FLAT,FLAT
2023-01-06,4,380.0,380.0,378.99,379.48,42229.0,0.0,0.0,0.0,382.314780677317,384.9306104698445,-0.11570533376806225,34.511122915757,23.28526360089417,1.503434558899172,0.002079987532302304,0.0,,FLAT,FLAT
2023-01-06,5,379.38,379.93,379.17,379.38,23876.0,0.0,0.0,0.0,382.19969123899085,384.8753805149207,-0.1150894383261516,34.24306123544629,23.21822133383081,1.4503320904063735,0.0020674797355671876,0.0,,FLAT,FLAT
2023-01-06,6,379.38,380.04,379.3,379.66,78198.0,0.0,0.0,0.0,382.1000955041285,384.82348618143897,-0.09959573486236195,35.711170879608645,23.84469046501171,1.3995940839487762,0.0020836580670071294,0.0,,FLAT,FLAT
2023-01-06,7,379.55,379.66,379.13,379.44,252865.0,0.0,0.0,0.0,381.9957780333784,384.769919154758,-0.10431747075011799,35.065296045401965,23.689723164677986,1.3374802208095802,0.0020833772138540933,0.0,,FLAT,FLAT
2023-01-06,8,379.43,384.04,378.43,383.73,3430620.0,0.0,0.0,0.0,382.0637867379518,384.75957170048184,0.06800870457340125,52.61320934749507,32.42796236949644,1.6426602050374683,0.003365389536330888,0.0,,FLAT,FLAT
2023-01-06,9,383.77,383.96,379.45,380.737,9756541.0,0.0,0.0,0.0,382.0117558854831,384.71954611142235,-0.052030852468647026,43.91883809250415,29.983691406915867,1.8474701903919342,0.00377505073018744,0.0,,FLAT,FLAT
2023-01-06,10,380.76,385.57,379.4127,385.27,19209548.0,0.0,0.0,0.0,382.1395301644838,384.72502326454253,0.1277742790006755,55.589539642582494,37.288815812742165,2.1553151767925116,0.004676608469701388,0.0,,FLAT,FLAT
2023-01-06,11,385.3,386.72,385.0,386.26,11282587.0,0.0,0.0,0.0,382.301117216857,384.74029666489537,0.16158705237319282,57.61236291809302,38.71381428572295,2.1242212355930485,0.004697953734192031,0.0,,FLAT,FLAT
2023-01-06,12,386.26,386.51,385.06,385.46,6496003.0,0.0,0.0,0.0,382.4249949730587,384.74745789211033,0.1238777562016935,55.4686607896397,38.0017781538071,2.07606257590783,0.004523329527003081,0.0,,FLAT,FLAT
2023-01-06,13,385.45,386.85,385.215,386.72,5961489.0,0.0,0.0,0.0,382.5934265427427,384.767085176766,0.16843156968400308,58.050030769973525,39.781772092076025,2.0445581062001317,0.004424255286517027,0.0,,FLAT,FLAT
2023-01-06,14,386.72,388.79,386.72,388.52,11808768.0,0.0,0.0,0.0,382.82584118812537,384.8044276128181,0.23241464538267564,61.40584061798847,42.20077926959937,2.046375384328693,0.004450173879446614,0.0,,FLAT,FLAT
2023-01-06,15,388.51,389.25,387.73,388.03,22489706.0,0.0,0.0,0.0,383.0299258474146,384.8365228604518,0.20408465928920805,60.03315915274261,41.7350774774122,2.008777142590928,0.004473397779340633,0.0,,FLAT,FLAT
2023-01-06,16,388.04,390.0,387.58,387.78,8993916.0,0.0,0.0,0.0,383.216203265163,384.8658111901986,0.18627741774844253,59.322740231294354,41.496670728007444,2.0381502038344346,0.004487929742255813,0.0,,FLAT,FLAT
2023-01-06,17,387.79,388.0,387.6,387.83,225718.0,0.0,0.0,0.0,383.39713647045073,384.89530560621654,0.18093320528771528,59.423576410708634,41.56479405051935,1.9211394749891162,0.004469082110722748,0.0,,FLAT,FLAT
2023-01-06,18,387.83,387.88,387.75,387.78,77253.0,0.0,0.0,0.0,383.56901347160954,384.9240090330204,0.1718770011588049,59.269305575276846,41.51546541810803,1.7932009410613219,0.0044751204702599265,0.0,,FLAT,FLAT
2023-01-06,19,387.79,387.83,386.38,387.58,81729.0,0.001938836181268222,0.0,0.0,383.72630706095816,384.95043680383617,0.15729358934862603,58.63002076793174,41.31533246223285,1.7686865881283695,0.004358489556770162,0.0,,FLAT,FLAT
2023-01-09,4,388.37,389.8,388.37,389.4,45236.0,0.008651504947417399,0.0,0.0,383.9488048232735,384.99471106449454,0.22249776231535634,62.49530047283797,43.829711070525626,1.8009232604049166,0.004432631151067929,0.0,,FLAT,FLAT
2023-01-09,5,389.35,389.9,389.31,389.68,36657.0,0.014897385144285957,0.0,0.0,384.17355757530197,385.0413308548976,0.2247527520284507,63.05293734564053,44.20499667017382,1.7144287418045636,0.00442515567682565,0.0,,FLAT,FLAT
2023-01-09,6,389.65,389.8,389.22,389.31,27884.0,0.013010330202180453,0.0,0.0,384.374986689996,385.08380517474933,0.20142911469400815,61.7784492395034,43.81031294843991,1.6333981173899508,0.004451547987412438,0.0,,FLAT,FLAT
2023-01-09,7,389.3,390.05,389.3,389.65,319764.0,0.012893498661259661,0.0,0.0,384.58184995705494,385.12923994912995,0.20686326705896363,62.509616668412406,44.276827083785626,1.5702982518620971,0.004451632929610773,0.0,,FLAT,FLAT
2023-01-09,8,389.5,390.29,388.5,389.66,489625.0,0.02082732964816225,0.0,0.0,384.78099309599395,385.17432213869085,0.19914313893900726,62.531751809954216,44.29070840606546,1.5859912338719488,0.0043864244215398905,0.0,,FLAT,FLAT
2023-01-09,9,389.67,391.67,389.35,391.6,7407529.0,0.025023557742644753,0.0,0.0,385.0484051314452,385.23825923183824,0.2674120354512297,66.55423787339797,46.908848025870384,1.6384204314525235,0.00444223412049546,0.0,,FLAT,FLAT
2023-01-09,10,391.62,393.25,391.21,392.6,9742244.0,0.03569261613949948,0.0,0.0,385.3445461066826,385.31151038376026,0.2961409752374493,68.3909063498756,48.189569127829515,1.6671046863487733,0.004442335686276766,0.0,,FLAT,FLAT
2023-01-09,11,392.6,393.7,392.6,393.38,7226491.0,0.03901111962177439,0.0,0.0,385.6596619456363,385.3917938625288,0.315115838953659,69.75134705053912,49.1655891747236,1.6265972087524299,0.00441038748203603,0.0,,FLAT,FLAT
2023-01-09,12,393.38,393.38,391.86,392.32,6279567.0,0.03288313192744119,0.0,0.0,385.92085167325837,385.460731237031,0.2611897276220816,65.71548903570154,47.913923181320335,1.6189831224129694,0.003906993989699664,0.0,,FLAT,FLAT
2023-01-09,13,392.325,392.47,389.87,390.485,8650506.0,0.027484219420118805,0.0,0.0,386.0998378821502,385.51072396104064,0.17898620889184258,59.46174069278363,45.85192214561919,1.6890557565263302,0.0035807913530016577,0.0,,FLAT,FLAT
2023-01-09,14,390.49,391.12,388.76,388.95,8250756.0,0.021295032034450267,0.0,0.0,386.2116089455953,385.54494561316966,0.11177106344507592,54.8749550496833,44.227258718143844,1.736980345345879,0.0027628794005009304,0.0,,FLAT,FLAT
2023-01-09,15,388.9495,389.22,387.67,387.8657,17100404.0,0.01884919488297565,0.0,0.0,386.2764752614543,385.5680376966207,0.06486631585903524,51.90525535194807,43.1258252249189,1.7236246063926026,0.002808849762636943,0.0,,FLAT,FLAT
2023-01-09,16,387.88,387.95,387.51,387.79,6823094.0,0.018864454428417554,0.0,0.0,386.3358291727698,385.5901467742663,0.0593539113154975,51.700155226921254,43.04944934907535,1.6319371345074167,0.0027595120310354633,0.0,,FLAT,FLAT
2023-01-09,17,387.82,387.94,387.6,387.81,113402.0,0.01843535807137786,0.0,0.0,386.3936397934455,385.6122348660647,0.057810620675695645,51.75304210647821,43.07662734625292,1.539655910614028,0.0026699654539843734,0.0,,FLAT,FLAT
2023-01-09,18,387.83,387.92,387.38,387.54,73905.0,0.01777976206108689,0.0,0.0,386.43859509566335,385.6314166086909,0.044955302217829285,50.96204997120855,42.795292702016944,1.4682519169987418,0.0024535311304050124,0.0,,FLAT,FLAT
2023-01-09,19,387.6,387.66,386.8,387.15,130279.0,0.012474501804487614,0.0,0.0,386.46649332720597,385.64652689119157,0.027898231542621943,49.80747808916046,42.38726310618875,1.4248053514988328,0.0024479665074045587,0.0,,FLAT,FLAT
2023-01-10,4,387.86,387.86,386.91,387.67,50584.0,0.014630443886097133,0.0,0.0,386.51368966731553,385.66666095197576,0.04719634010956497,51.3505289654549,43.125047344783106,1.3908906835346295,0.0024654413141337868,0.0,,FLAT,FLAT
2023-01-10,5,387.82,387.95,387.4,387.63,25107.0,0.013729797583555525,0.0,0.0,386.55746654310707,385.6861966638964,0.04377687579153644,51.22333835428605,43.081742678055036,1.3308270632821568,0.002465292746723628,0.0,,FLAT,FLAT
2023-01-10,6,387.63,387.63,386.5,386.76,119264.0,0.012884978001257208,0.0,0.0,386.5654090316127,385.6968812742059,0.00794248850564827,48.480944870578675,42.14254066258701,1.3164822730477166,0.002514963351242144,0.0,,FLAT,FLAT
2023-01-10,7,386.71,386.75,385.74,386.28,501956.0,0.008774678784080114,0.0,0.0,386.55421652056907,385.70268345058196,-0.011192511043645936,47.02253624941149,41.631583382492266,1.2953049678300212,0.002526044070114778,0.0,,FLAT,FLAT
2023-01-10,8,386.25,387.7396,385.75,386.6,576809.0,0.00879367481668969,0.0,0.0,386.556011951135,385.7116119734618,0.0017954305659486636,48.11510094678814,42.10906549025989,1.3448974701278766,0.002269350851672238,0.0,,FLAT,FLAT
2023-01-10,9,386.6,389.23,386.3,388.45,7046067.0,0.014295972321953121,0.0,0.0,386.63028599226703,385.73885961551696,0.07427404113201419,53.88784696302411,44.77418681327235,1.4581190794044574,0.0025372853222046356,0.0,,FLAT,FLAT
2023-01-10,10,388.46,389.99,386.27,388.3701,10346688.0,0.00749740583169034,0.0,0.0,386.6985139925703,385.76504111188,0.0682280003032929,53.6173197709842,44.68352949478405,1.619682002304141,0.0025304691037802396,0.0,,FLAT,FLAT
2023-01-10,11,388.39,388.8,387.35,388.12,5676112.0,0.00983504188999329,0.0,0.0,386.7542585418813,385.7884735386275,0.05574454931098671,52.747009426093605,44.39640923068747,1.607561859282416,0.0025219202811685233,0.0,,FLAT,FLAT
2023-01-10,12,388.12,389.1896,387.19,388.78,5345548.0,0.01207892955693235,0.0,0.0,386.8336993833762,385.818239971079,0.07944084149488617,54.78082344948525,45.34215208933965,1.6355645836193853,0.0025571480596263967,0.0,,FLAT,FLAT
2023-01-10,13,388.78,389.6101,388.53,389.52,5200084.0,0.016412854835776258,0.0,0.0,386.9390445055967,385.8550734042026,0.10534512222051262,56.96161897441997,46.38546477086004,1.5958885419322875,0.0023161619510208386,0.0,,FLAT,FLAT
2023-01-10,14,389.57,390.22,389.24,389.49,5922411.0,0.014984103820294914,0.0,0.0,387.0390819759655,385.8912418280414,0.1000374703687612,56.84492113909896,46.34886616584818,1.5518965032228398,0.0022204672635950605,0.0,,FLAT,FLAT
2023-01-10,15,389.485,390.65,388.76,390.63,13737836.0,0.018804444212612736,0.0,0.0,387.1799022906335,385.938393650648,0.14082031466801936,60.105997595197074,47.94155641173288,1.576046752992636,0.0022826295866023773,0.0,,FLAT,FLAT
2023-01-10,16,390.64,390.82,390.37,390.62,6380379.0,0.018273767628581128,0.0,0.0,387.3148080831577,385.9849767984027,0.13490579252419366,60.0641925057452,47.92882084624693,1.4956148420645898,0.0022152582943863112,0.0,,FLAT,FLAT
2023-01-10,17,390.69,390.72,390.53,390.65,166914.0,0.018298881735004935,0.0,0.0,387.44559992303385,386.03139493971213,0.13079183987616716,60.151496460631016,47.971131103659914,1.4023566390599802,0.0019504493047134638,0.0,,FLAT,FLAT
2023-01-10,18,390.65,390.77,390.37,390.7,103058.0,0.019119910269452367,0.0,0.0,387.5732234554639,386.07784872140655,0.1276235324300501,60.30336338861833,48.04292963887558,1.33075973626998,0.0017142503676157166,0.0,,FLAT,FLAT
2023-01-10,19,390.75,391.15,390.73,391.07,210254.0,0.01947340980187695,0.0,0.0,387.7103519474065,386.1275218684573,0.13712849194257615,61.44506390571626,48.578750318329504,1.267848326536409,0.0015656679903100928,0.0,,FLAT,FLAT
2023-01-11,4,390.45,391.6,390.36,391.3,28416.0,0.018798167048531544,0.0,0.0,387.8511224592729,386.17898931255223,0.1407705118664353,62.155486593782854,48.91293443875331,1.2658591603552376,0.0015594487452196626,0.0,,FLAT,FLAT
2023-01-11,5,391.42,391.94,391.1,391.3,34901.0,0.01824143225168484,0.0,0.0,387.9863725589093,386.2299446427756,0.13525009963638013,62.155486593777624,48.91293443875191,1.2354406489012904,0.0015601878317673711,0.0,,FLAT,FLAT
2023-01-11,6,391.28,391.75,391.1,391.38,42599.0,0.019537355423569824,0.0,0.0,388.1194559879717,386.2811889746883,0.13308342906242387,62.42102206756592,49.03289628384852,1.1936234596940536,0.0015382301914225111,0.0,,FLAT,FLAT
2023-01-11,7,391.43,391.56,390.77,391.4,230561.0,0.025385764061722327,0.0,0.0,388.2481047727572,386.3321224177262,0.1286487847854687,62.49010881305763,49.06340865729118,1.1647932125730511,0.0015016761314371998,0.0,,FLAT,FLAT
2023-01-11,8,391.32,392.25,390.2,392.16,531186.0,0.03167420814479649,0.0,0.0,388.40151242872753,386.39011124939066,0.15340765597034078,65.05356305157969,50.21900752596109,1.228022268817834,0.001524173850816303,0.0,,FLAT,FLAT
2023-01-11,9,392.19,393.1594,391.75,392.31,6403001.0,0.0340546667018109,0.0,0.0,388.5547864511304,386.4490156150684,0.15327402240285437,65.54158796196089,50.44542636755308,1.2409778210451319,0.0015166161267602142,0.0,,FLAT,FLAT
2023-01-11,10,392.31,393.08,391.38,391.5801,7966605.0,0.032375692064329,0.0,0.0,388.6734261981449,386.5000711810876,0.11863974701452662,61.176573942287256,49.33134227117714,1.2737651195419073,0.0014807087928231134,0.0,,FLAT,FLAT
2023-01-11,11,391.595,393.045,391.514,392.74,6261831.0,0.03510621474882725,0.0,0.0,388.83289968057056,386.56216002505687,0.1594734824256534,65.0593806105031,51.083147396753915,1.2921390395746288,0.0015007295667818108,0.0,,FLAT,FLAT
2023-01-11,12,392.77,393.63,392.765,393.189,7068173.0,0.03315815750059126,0.0,0.0,389.00372714407763,386.62809873127526,0.17082746350706657,66.4242549200911,51.742190343113904,1.2634148224621544,0.001502354915229779,0.0,,FLAT,FLAT
2023-01-11,13,393.202,394.28,392.945,393.64,6243109.0,0.03371604426355068,0.0,0.0,389.1855417658785,386.6978688931531,0.18181462180086783,67.75279199562398,52.39950124989832,1.268528049429142,0.0011876117152741024,0.0,,FLAT,FLAT
2023-01-11,14,393.65,394.56,393.18,394.3082,5362229.0,0.0392941486557723,0.0,0.0,389.38643032407936,386.7735935807834,0.20088855820085882,69.62268449796912,53.35993244369603,1.2764903316127745,0.0011904603812904922,0.0,,FLAT,FLAT
2023-01-11,15,394.3,395.6,394.03,395.5,20814450.0,0.041447229829365995,0.0,0.0,389.6261781545076,386.8604234954025,0.2397478304282572,72.59837061141033,55.01197971593302,1.2974553079261513,0.0012440348329281771,0.0,,FLAT,FLAT
2023-01-11,16,395.49,395.68,395.34,395.68,4800829.0,0.04189377781288672,0.0,0.0,389.8635829327622,386.94818047554776,0.23740477825458584,73.01752872095945,55.2562321502346,1.2290656430742855,0.001235259760414719,0.0,,FLAT,FLAT
2023-01-11,17,395.57,395.8499,395.57,395.75,125543.0,0.041447368421052566,0.0,0.0,390.09442281775193,387.0357607693234,0.2308398849897344,73.18502061213475,55.352424240152985,1.1612680971404077,0.001220265774520758,0.0,,FLAT,FLAT
2023-01-11,18,395.73,395.73,395.3,395.35,154050.0,0.03946468948835258,0.0,0.0,390.30052388372246,387.1184895178874,0.2061010659705289,70.55714786966463,54.66714266080537,1.1104632330589492,0.0012721196760194587,0.0,,FLAT,FLAT
2023-01-11,19,395.35,395.42,395.09,395.33,115376.0,0.041767682091282676,0.0,0.0,390.49775824122355,387.2001960898487,0.1972343575010882,70.42438870225998,54.63263397027497,1.0547158592690271,0.001174119989457284,0.0,,FLAT,FLAT
2023-01-12,4,395.36,395.87,395.36,395.8,50080.0,0.0432811429173916,0.0,0.0,390.7056892905873,387.2857662780094,0.20793104936376494,71.73660374429585,55.309126085050956,1.0179504407498123,0.0011715281023014679,0.0,,FLAT,FLAT
2023-01-12,5,395.78,395.78,395.25,395.62,20353.0,0.04203761260074801,0.0,0.0,390.8984073576231,387.3686939767357,0.1927180670357984,70.47913899819939,54.98869021907153,0.9845254092676837,0.0011913081887194143,0.0,,FLAT,FLAT
2023-01-12,6,395.62,395.9,395.53,395.75,35982.0,0.0429843980602993,0.0,0.0,391.0886658926183,387.45209005656915,0.19025853499516643,70.86640487622596,55.180054298834435,0.9406307371771353,0.0011876715792179353,0.0,,FLAT,FLAT
2023-01-12,7,395.74,396.68,395.71,396.67,276957.0,0.033721627185781644,0.0,0.0,391.3075417399666,387.5438105535187,0.218875847348329,73.45409095403596,56.51509854758625,0.9427285416644848,0.001244809647674297,0.0,,FLAT,FLAT
