date,open,high,low,close,volume,close_mom_1,close_mom_3,roll_std_20,rsi_14,ema_10,ema_20,ema10_slope1h,dist_ema10_norm,ret_1h,ret_3h,macd_line,macd_signal,macd_hist,bb_mid_20,bb_upper_20,bb_lower_20,plus_di_14,minus_di_14,adx_14,atr_14,obv,rsi_14_d,ema_20_d,ret_1d_d,ret_5d_d,dist_ema20_d,vwap_d,momentum_score_total,iv_realized_spread_20,iv_skew_25d,iv_term_slope
2024-07-01 08:00:00+00:00,544.85,545.48,544.45,544.63,42429.0,0.0,0.0,0.0,0.0,544.63,544.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0299999999999727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5436150041467082,0.0,,
2024-07-01 09:00:00+00:00,544.52,544.8,544.18,544.8,109446.0,0.0003121385160567147,0.0,0.0,99.99999999941177,544.6609090909091,544.6461904761904,0.030909090909062797,0.0002553063676411454,0.0003121385160567147,0.0,0.01356125356130633,0.0027122507122612663,0.010849002849045063,0.0,0.0,0.0,0.0,1.9271948608125078,7.142857142853435,1.0007142857142608,109446.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44621939746650807,0.0,,
2024-07-01 10:00:00+00:00,545.0,545.2,544.64,545.15,35779.0,0.0006424375917768455,0.0,0.0,99.99999999945312,544.7498347107437,544.6941723356009,0.0889256198346402,0.0007340462061015832,0.0006424375917768455,0.0,0.05195185104025768,0.012560170777860551,0.03939168026239713,0.0,0.0,0.0,2.9478338685032397,1.8476601568656572,8.27135464503712,0.9692346938775321,145225.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34315720805113215,0.0,,
2024-07-01 11:00:00+00:00,545.11,545.57,544.76,545.46,277871.0,0.0005686508300468684,0.0015239704019243128,0.0,99.999999999479,544.8789556724266,544.7671083036389,0.1291209616829292,0.0010652372815117654,0.0005686508300468684,0.0015239704019243128,0.10616725532099736,0.031281587686487915,0.07488566763450943,0.0,0.0,0.0,5.528901943024298,1.7360569478410248,11.409642465531327,0.9578607871719983,423096.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09391849809009428,0.0,,
2024-07-01 12:00:00+00:00,545.1295,546.02,544.2304,545.37,265341.0,-0.00016499835001659857,0.0010462555066079737,0.0,96.51865008828555,544.9682364592582,544.8245265604352,0.08928078683152307,0.000736680676864978,-0.00016499835001659857,0.0010462555066079737,0.14025434123527702,0.05307613839624574,0.08717820283903129,0.0,0.0,0.0,4.834149193883178,5.236540501498988,10.880072848139008,1.0172707309454234,157755.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40818204785985046,0.0,,
2024-07-01 13:00:00+00:00,545.4,545.8599,544.095,544.77,5918058.0,-0.001100170526431632,-0.0006970558561864015,0.0,77.21843687338315,544.9321934666657,544.8193335546795,-0.03604299259245636,-0.00029772833795126797,-0.001100170526431632,-0.0006970558561864015,0.11749915964412594,0.06596074264582177,0.051538416998304165,0.0,0.0,0.0,4.26496171394257,5.523278067836282,11.021166898168199,1.0706728215921797,-5760303.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0114290261450833,0.0,,
2024-07-01 14:00:00+00:00,544.77,545.47,542.52,543.35,6376007.0,-0.0026066046221340233,-0.00386829465038685,0.0,51.14986909138573,544.6445219272719,544.6793970256624,-0.28767153939384116,-0.0023824826120766134,-0.0026066046221340233,-0.00386829465038685,-0.014944349119900835,0.049779724292677255,-0.06472407341257809,0.0,0.0,0.0,3.5191068324699115,13.894162542693927,14.489749246728643,1.2049104771927417,-12136310.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.048028858138023,0.0,,
2024-07-01 15:00:00+00:00,543.34,544.5,542.88,544.475,3014139.0,0.002070488635318002,-0.0016410877019270576,0.0,62.07390571213628,544.613699758677,544.659930642266,-0.03082216859490927,-0.00025474036214136723,0.002070488635318002,-0.0016410877019270576,-0.02879673519851167,0.03406443239443947,-0.06286116759295114,0.0,0.0,0.0,3.1892637929111434,12.591873915670574,17.71057571324903,1.234559728821832,-9122171.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19075244053355433,0.0,,
2024-07-01 16:00:00+00:00,544.47,545.37,543.96,545.0295,3662651.0,0.0010184122319665256,0.0004763478165097368,0.0,66.09806873338914,544.6892998025538,544.6951277239549,0.07560004387687513,0.0006241867595169891,0.0010184122319665256,0.0004763478165097368,0.004912041921670607,0.0282339542998857,-0.023321912378215095,0.0,0.0,0.0,7.914725250123146,11.574962232827481,17.786990163177613,1.2470911767631276,-5459520.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14074196129142247,0.0,,
2024-07-01 17:00:00+00:00,545.02,545.25,544.6,544.92,1772703.0,-0.0002009065564341217,0.002889481917732528,0.0,64.63948099508016,544.7312452929986,544.7165441311972,0.04194549044473206,0.00034638975813221684,-0.0002009065564341217,0.002889481917732528,0.022531032065103318,0.027093369852929226,-0.004562337787825908,0.0,0.0,0.0,7.609630072855825,11.128773004182797,17.8579464381113,1.2044418069943312,-7232223.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09008810835437528,0.0,,
2024-07-01 18:00:00+00:00,544.92,545.67,543.4403,544.755,2689290.0,-0.0003027967408059107,0.000514256852931716,0.0,62.40479624200804,544.7355643306352,544.7202065948927,0.004319037636605572,3.567781730289529e-05,-0.0003027967408059107,0.000514256852931716,0.022915927111284873,0.02625788130460036,-0.0033419541933154863,0.0,0.0,0.0,6.661076849917749,16.224871553913296,19.56730295165665,1.2776745350661634,-9921513.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5462221022844028,0.0,,
