date,hour_et,calls_sold_d-7,puts_sold_d-7,calls_premium_d-7,puts_premium_d-7,calls_sold_d-6,puts_sold_d-6,calls_premium_d-6,puts_premium_d-6,calls_sold_d-5,puts_sold_d-5,calls_premium_d-5,puts_premium_d-5,calls_sold_d-4,puts_sold_d-4,calls_premium_d-4,puts_premium_d-4,calls_sold_d-3,puts_sold_d-3,calls_premium_d-3,puts_premium_d-3,calls_sold_d-2,puts_sold_d-2,calls_premium_d-2,puts_premium_d-2,calls_sold_d-1,puts_sold_d-1,calls_premium_d-1,puts_premium_d-1,calls_sold_d0,puts_sold_d0,calls_premium_d0,puts_premium_d0,calls_sold_d1,puts_sold_d1,calls_premium_d1,puts_premium_d1,calls_sold_d2,puts_sold_d2,calls_premium_d2,puts_premium_d2,calls_sold_d3,puts_sold_d3,calls_premium_d3,puts_premium_d3,calls_sold_d4,puts_sold_d4,calls_premium_d4,puts_premium_d4,calls_sold_d5,puts_sold_d5,calls_premium_d5,puts_premium_d5,calls_sold_d6,puts_sold_d6,calls_premium_d6,puts_premium_d6,calls_sold_d7,puts_sold_d7,calls_premium_d7,puts_premium_d7,spy_prev_close,close,day_of_week,calls_sold_total,puts_sold_total,pc_ratio,imbalance,calls_premium_total,puts_premium_total,dealer_sold_premium_imbalance,ret_next_hour,y_syn,y
2024-06-14,15,863.0,12434.0,637571.81,12530.5,154.0,8814.0,96727.9,9301.21,512.0,8247.0,265061.49,12101.01,391.0,11005.0,165248.93,25501.8,5125.0,16776.0,1717515.84,54109.520000000004,5288.0,28886.0,1204380.6,117284.33,10911.0,32420.0,1430760.41,272110.82,53436.0,43331.0,2587692.68,1318666.85,50041.0,10693.0,526351.45,917144.4,37913.0,1502.0,128795.16,271410.91000000003,11092.0,646.0,11696.19,180045.7,2633.0,32.0,2676.83,12062.99,1538.0,30.0,1543.98,14984.0,56.0,23.0,56.0,13344.0,74.0,7.0,74.0,4846.0,542.45,542.73,4,180027.0,174846.0,0.9712209835192986,5181.0,8776153.27,3235444.0400000005,-0.4612799686005738,-0.0011607981869437736,DOWN,DOWN
2024-06-17,9,115.0,16369.0,69901.83,92568.29,123.0,11354.0,62661.87,96437.19,172.0,12678.0,70632.19,167229.86000000002,942.0,19566.0,299899.42,422404.28,4028.0,36513.0,966725.91,1279556.09,8097.0,60084.0,1282027.51,3562414.35,46438.0,64989.0,4510127.21,6214585.69,59585.0,9033.0,3079576.69,1307956.44,28687.0,4096.0,647067.59,966902.0800000001,18095.0,777.0,158608.12,240363.18,9690.0,168.0,34145.63,68465.11,3899.0,68.0,6874.450000000001,33921.0,981.0,7.0,1372.41,4274.0,2311.0,2.0,2348.7599999999998,1370.0,2632.0,4.0,2632.0,3242.0,542.78,542.1,0,185795.0,235708.0,1.268645550201735,-49913.0,11194601.589999998,14461689.559999999,0.12734061797548138,0.0015310828260467176,UP,UP
2024-06-17,10,252.0,2532.0,167409.96,8093.5,93.0,34188.0,50537.0,181710.71000000002,120.0,19719.0,54152.990000000005,146212.11,1138.0,25805.0,419813.54,273868.5,6137.0,37940.0,1644643.92,782788.13,6458.0,57390.0,1193873.32,2057869.75,58193.0,88593.0,6640572.66,5602220.39,110396.0,34153.0,6627968.27,3504012.54,47923.0,6056.0,1200502.12,1094819.75,56913.0,2420.0,495553.36,612053.78,18911.0,149.0,74884.15,53650.200000000004,3340.0,39.0,6323.28,17029.0,412.0,0.0,638.28,0.0,3104.0,2.0,3227.08,1293.0,433.0,3.0,433.0,2265.0,542.78,542.93,0,313823.0,308989.0,0.9845964126275493,4834.0,18580532.93,14337886.359999998,-0.12888366639429463,0.0014182307111415729,UP,UP
2024-06-17,11,141.0,1374.0,105031.02,2592.89,25.0,2130.0,16222.0,5342.85,33.0,2497.0,18564.0,8337.41,1274.0,5042.0,579884.05,26270.39,3072.0,40258.0,1060546.26,309498.02999999997,2039.0,30270.0,545450.75,450188.0,14438.0,58105.0,2468374.07,1603973.23,67231.0,80538.0,6948322.54,3885186.02,74790.0,43479.0,3804065.86,3809075.92,35809.0,7806.0,668405.27,1186285.91,65540.0,2099.0,430646.42000000004,497324.88,19391.0,612.0,55689.71,204582.06,735.0,246.0,1219.68,107292.2,3309.0,1.0,3309.0,533.0,54.0,24.0,54.0,15587.01,542.78,543.7,0,287881.0,274481.0,0.953452989256139,13400.0,16705784.63,12112069.8,-0.1594051646404906,0.0031449328673900027,UP,UP
2024-06-17,12,46.0,2934.0,43223.86,3354.4,39.0,4367.0,32286.010000000002,9303.32,114.0,4060.0,86360.08,10111.81,173.0,6124.0,103995.98999999999,19338.62,346.0,11469.0,168808.02,58940.22,1187.0,16984.0,452491.37,140642.45,4318.0,46182.0,1246308.02,614031.0599999999,17584.0,59542.0,3236860.71,1505970.8699999999,45323.0,73889.0,4820580.399999999,3236560.06,85468.0,60912.0,6271169.87,3940468.56,70812.0,19853.0,2794696.2199999997,2106766.3,62891.0,2465.0,890574.57,441127.61,28051.0,872.0,194759.75,237761.35,31731.0,112.0,119451.92,41598.05,9144.0,85.0,16245.150000000001,43209.869999999995,542.78,545.4099,0,357227.0,309850.0,0.8673756462981035,47377.0,20477811.94,12409184.55,-0.24534400374485993,0.0036671501562402353,UP,UP
2024-06-17,13,91.0,1835.0,95200.0,2310.03,23.0,1073.0,20411.979999999996,1326.2,26.0,2195.0,21586.98,4181.85,209.0,2822.0,163161.8,6506.96,203.0,7528.0,133920.02,20790.84,550.0,24109.0,317646.95999999996,91347.3,1145.0,23302.0,504697.27,125396.33,2420.0,27133.0,873390.21,252332.21,3879.0,48169.0,988210.4299999999,753629.7000000001,15739.0,62371.0,2442196.81,1860512.77,47517.0,46337.0,4440709.41,2249495.82,72488.0,49575.0,4103395.91,3657765.79,42905.0,7765.0,1124226.12,1028164.35,50001.0,1011.0,415072.68,202354.01,31924.0,118.0,139728.88,42395.91,542.78,547.41,0,269120.0,305343.0,1.1345979488698923,-36223.0,15783555.459999999,10298510.07,-0.21029950191984617,0.0006497871796278278,UP,UP
2024-06-17,14,74.0,711.0,87833.0,768.99,9.0,1768.0,9670.0,1913.28,21.0,1961.0,20411.95,2625.68,36.0,4898.0,31954.0,5983.16,99.0,5034.0,77786.98999999999,8094.84,157.0,7390.0,107882.04999999999,14477.27,614.0,14241.0,357318.76,41998.73,2137.0,32739.0,1023303.98,124967.25,2968.0,15163.0,1204302.38,96090.18000000001,6849.0,20484.0,2023830.21,191157.48,6335.0,27961.0,1291703.34,465165.86,25868.0,57032.0,2970479.82,1897436.89,70159.0,56575.0,3915756.4,3929482.58,64175.0,11039.0,1353027.8800000001,1457212.3499999999,55205.0,1969.0,415812.29,435512.52999999997,542.78,547.7657,0,234706.0,258965.0,1.1033590960601631,-24259.0,14891073.05,8672887.069999998,-0.2638854398128959,-0.0013065805325161509,DOWN,DOWN
2024-06-17,15,325.0,357.0,393386.94999999995,357.0,134.0,439.0,145174.0,439.0,98.0,689.0,96376.90000000001,689.0,38.0,1065.0,33035.020000000004,1156.98,986.0,2573.0,792572.31,2740.49,773.0,2444.0,539128.93,2551.34,1159.0,10537.0,684539.63,13301.61,4287.0,18628.0,2128062.78,26193.65,4651.0,17480.0,1847191.24,31182.100000000002,5046.0,23136.0,1465741.3499999999,73294.62999999999,6633.0,23972.0,1246896.07,121920.87,35775.0,51307.0,2848815.41,974912.4099999999,66816.0,53164.0,2516279.39,2695956.66,37182.0,5180.0,403713.82,554087.03,20351.0,1159.0,66140.44,256974.97999999998,542.78,547.05,0,184254.0,212130.0,1.1512911524300624,-27876.0,15207054.24,4755757.75,-0.5235382918616305,0.00087743350699208,UP,UP
2024-06-18,9,371.0,5111.0,289742.35,18147.31,82.0,4415.0,55837.979999999996,20729.49,159.0,8546.0,92468.98,60831.22,419.0,8607.0,209658.26,96425.16,3476.0,15485.0,1328323.46,284560.64,3386.0,31995.0,1049349.35,955838.07,4281.0,35091.0,934999.24,1695338.71,21895.0,80502.0,3355641.41,6146030.97,60024.0,32072.0,5760232.26,3754602.48,61800.0,5367.0,3314050.37,936635.0800000001,54779.0,1671.0,1482567.18,414035.32,23932.0,1401.0,306861.3,469195.24,35904.0,580.0,226040.77,242289.38,24642.0,145.0,82709.06,74626.15,3255.0,0.0,7681.84,0.0,547.1,547.53,1,298405.0,230988.0,0.7740755014166181,67417.0,18496163.81,15169285.220000003,-0.09882175006889837,-0.0007853450952458298,DOWN,DOWN
2024-06-18,10,299.0,6853.0,222591.98,17367.1,121.0,5382.0,78001.02,21662.36,190.0,34453.0,106430.91,210061.88,243.0,14045.0,110522.87,141597.53,484.0,29957.0,174755.49,492779.33,1012.0,39048.0,277777.71,1088787.73,3339.0,50772.0,638350.8,2391030.94,24583.0,104827.0,3075959.06,8248715.75,73213.0,33158.0,5446630.12,4136650.7600000002,43104.0,5927.0,1704729.22,1109211.62,36805.0,4568.0,697116.2,1205569.27,21203.0,314.0,200106.21,113822.02,24565.0,124.0,122708.13,55667.4,6272.0,22.0,18284.56,11629.0,1959.0,1.0,3903.25,622.0,547.1,547.1,1,237392.0,329451.0,1.3877931859524002,-92059.0,12877867.530000003,19245174.689999998,0.1982161937338386,0.00128861268506658,UP,UP
2024-06-18,11,200.0,2798.0,142844.31,5065.14,70.0,13385.0,44987.08,49115.14,121.0,15912.0,62390.96,84565.76000000001,288.0,33056.0,126911.96999999999,295033.97,1745.0,27289.0,613939.87,352864.59,1617.0,25713.0,398272.18,639903.76,6594.0,45532.0,1068043.3699999999,2078874.9,48255.0,68302.0,4823639.4399999995,5281819.12,67972.0,16079.0,3703889.32,2059243.8800000001,31205.0,1148.0,791022.12,233905.87,30277.0,475.0,340464.87,140470.2,22752.0,103.0,133417.58000000002,38643.04,4082.0,13.0,13364.81,6074.0,797.0,35.0,1632.93,20992.0,373.0,0.0,507.06,0.0,547.1,547.805,1,216348.0,249840.0,1.1548061456535081,-33492.0,12265327.87,11286571.369999997,-0.04155743407468657,8.214601911277313e-05,FLAT,FLAT
2024-06-18,12,34.0,1829.0,26610.0,2186.85,35.0,1896.0,22359.0,3287.12,44.0,8168.0,25656.98,20213.57,599.0,6991.0,293449.77,26653.08,2295.0,24937.0,834997.06,172374.32,1206.0,16342.0,344367.06,185436.19999999998,5494.0,28920.0,1078542.96,672654.72,27958.0,67287.0,3218454.08,3292969.08,82621.0,27803.0,4996391.78,2541035.44,42348.0,3323.0,1184050.97,513484.95,79104.0,716.0,787214.69,166715.08,38423.0,407.0,197236.22999999998,144904.41,7183.0,41.0,22691.1,18045.0,5206.0,3.0,10373.68,1620.0,2148.0,0.0,2243.85,0.0,547.1,547.85,1,294698.0,188663.0,0.6401909751690199,106035.0,13044639.21,7761579.819999999,-0.25391732070023043,0.0004928356301907115,FLAT,FLAT
2024-06-18,13,88.0,1996.0,69130.0,2012.0,26.0,1207.0,17971.980000000003,1254.95,107.0,1510.0,64311.880000000005,2170.8,146.0,4143.0,75498.05,8724.1,1210.0,6665.0,500611.13,22600.489999999998,1174.0,17583.0,369616.58,110812.93000000001,2366.0,31702.0,524082.94,313552.0,19865.0,47584.0,2620093.14,1291023.22,85715.0,49615.0,5908323.2700000005,2700973.26,50795.0,8729.0,1479550.93,936704.8999999999,51857.0,739.0,548982.9500000001,134509.67,53907.0,360.0,223378.79,101887.87,1196.0,305.0,2827.34,125757.95,1061.0,1.0,1545.19,480.0,351.0,1.0,351.0,582.0,547.1,548.12,1,269864.0,172140.0,0.6378768564920186,97724.0,12406275.169999998,5753046.140000001,-0.36638093001503436,-0.00016419762095897186,FLAT,FLAT
2024-06-18,14,131.0,1225.0,101789.0,1308.31,159.0,2999.0,109572.95000000001,5235.3099999999995,344.0,4225.0,201032.97,7883.1,149.0,10163.0,69862.95,26274.7,1123.0,9420.0,443042.21,36126.94,1214.0,46262.0,333896.2,280633.8,3505.0,30078.0,634181.0499999999,466549.85000000003,26231.0,82091.0,2717837.52,2562456.32,73567.0,49802.0,3232218.47,3541818.85,48161.0,8546.0,677685.65,1225521.56,24800.0,1469.0,106251.52,334902.68,19919.0,121.0,38164.06,40135.99,7368.0,18.0,11922.15,7427.0,1486.0,0.0,1487.02,0.0,30.0,1.0,30.0,623.0,547.1,548.03,1,208187.0,246420.0,1.1836473939286138,-38233.0,8678973.72,8536897.41,-0.008252635543513869,0.000839370107475933,UP,UP
2024-06-18,15,323.0,51.0,249852.83,51.0,186.0,4217.0,129373.12,4279.24,207.0,6180.0,123680.08,6240.0599999999995,263.0,5486.0,128111.87,6333.57,1362.0,9716.0,520409.75,12158.29,1642.0,25922.0,473889.38,59708.25,3083.0,33348.0,588437.79,168522.8,26201.0,66970.0,2604211.61,812377.35,91240.0,55448.0,2758871.4,2200075.52,72642.0,5366.0,303211.29000000004,587910.85,27410.0,1246.0,34018.66,274438.46,6006.0,78.0,6269.09,23583.99,590.0,45.0,590.0,17832.0,182.0,8.0,182.0,4081.0,15.0,1.0,15.0,629.0,547.1,548.49,1,231352.0,214082.0,0.9253518448082344,17270.0,7921123.87,4178221.3800000004,-0.3093475235777482,0.0020419697715546364,UP,UP
2024-06-20,9,183.0,9262.0,151837.03,26840.319999999996,239.0,11097.0,186306.88,49555.29,4.0,2209.0,2533.0,13789.369999999999,322.0,14814.0,181031.59,123306.22,473.0,15575.0,226106.68000000002,218176.45,794.0,15042.0,296913.16000000003,330980.82999999996,1963.0,19621.0,564440.28,685760.4400000001,8532.0,37560.0,1753003.56,2042811.06,29243.0,65653.0,3735761.91,5303021.63,59716.0,25355.0,4937126.82,2991825.49,40317.0,4790.0,1882854.6400000001,821189.3300000001,26182.0,1125.0,610861.36,289427.4,16432.0,250.0,189238.71,85285.14,20494.0,37.0,124019.15,15833.0,15132.0,98.0,55970.119999999995,55500.03,548.49,549.61,3,220026.0,222488.0,1.011189586685159,-2462.0,14898004.89,13053302.0,-0.06599701750117111,-0.0006913993559069063,DOWN,DOWN
2024-06-20,10,147.0,24356.0,121960.02,72064.69,233.0,15273.0,168407.07,62273.12,44.0,17443.0,25354.0,105765.89,213.0,59997.0,110074.16,490207.66000000003,440.0,20994.0,176610.15,267381.58,1658.0,22168.0,518775.85,475974.57,3273.0,40681.0,754730.49,1469125.82,19971.0,80915.0,3148585.22,4924721.12,69368.0,92683.0,6540212.1899999995,8838533.67,84775.0,20713.0,4674238.22,3061136.64,46484.0,3249.0,1266566.87,720261.57,65390.0,784.0,799513.92,241489.97,37367.0,89.0,200848.90000000002,36191.95,22141.0,60.0,79783.04,30364.010000000002,3714.0,76.0,7613.56,46938.09,548.49,549.23,3,355218.0,399481.0,1.1246079872075048,-44263.0,18593273.659999996,20842430.35,0.05703351180010919,-0.0015840358319829633,DOWN,DOWN
2024-06-20,11,11.0,531.0,8756.0,698.1899999999999,33.0,3576.0,22967.0,7560.13,6.0,10314.0,3460.0,34343.200000000004,132.0,57026.0,67286.07,322876.58,308.0,37112.0,125174.96,366060.20999999996,595.0,13038.0,175720.79,209031.38999999998,2309.0,24858.0,496118.75,678383.71,11712.0,47606.0,1620957.9200000002,2545683.14,57956.0,54913.0,4919083.0,4839917.79,59910.0,9381.0,2525974.3,1328617.1199999999,17576.0,2092.0,339415.01,461695.84,19881.0,474.0,164305.22999999998,146216.95,19978.0,195.0,87933.03,82794.0,17852.0,32.0,50153.33,16939.0,2076.0,18.0,3690.38,10610.0,548.49,548.36,3,210335.0,261166.0,1.2416668647622047,-50831.0,10610995.77,11051427.249999998,0.02033158892674871,-0.0019695090816252807,DOWN,DOWN
2024-06-20,12,73.0,12070.0,44343.91,62220.42999999999,251.0,24019.0,129846.52999999998,161414.29,106.0,14556.0,41005.92,202639.78,2268.0,64554.0,697258.3200000001,1103147.3,4316.0,44157.0,1063310.16,1831816.8,17197.0,64615.0,2665350.05,4124203.6799999997,44218.0,82655.0,4472590.2,7107838.47,60090.0,71945.0,3983002.28,7670552.89,54883.0,25841.0,1968596.77,4230646.0,56967.0,4355.0,968699.95,1167173.21,25466.0,871.0,186561.43,294485.97,17373.0,404.0,63608.06,175851.24,7866.0,80.0,15506.16,43564.02,8893.0,22.0,16918.84,14349.0,1679.0,34.0,1731.23,22750.0,548.49,547.28,3,301646.0,410178.0,1.3597992348635162,-108532.0,16318329.809999999,28212653.08,0.2671021948781363,-0.0004750767431661863,FLAT,FLAT
2024-06-20,13,59.0,27321.0,31644.04,139361.88,503.0,25215.0,222160.57,185091.07,917.0,12346.0,316955.63,184271.22,3025.0,38560.0,731862.29,1087232.8699999999,8961.0,61294.0,1400785.54,3134937.9699999997,42437.0,64563.0,4326580.29,5353739.37,65290.0,34294.0,3787944.11,4202218.1,46548.0,7301.0,1176206.38,1423695.78,25856.0,2783.0,317215.99,792622.88,44566.0,886.0,206504.69,327946.7,17815.0,217.0,47310.54,102156.58,7973.0,58.0,13391.08,34258.01,1325.0,2.0,1336.9,1322.0,1821.0,6.0,1821.0,4624.0,76.0,31.0,76.0,28341.000000000004,548.49,547.02,3,267172.0,274877.0,1.0288390999055708,-7705.0,12581795.05,17001819.43,0.149407854911982,0.0002924938759094144,FLAT,FLAT
2024-06-20,14,183.0,1563.0,118980.98000000001,1607.88,315.0,5134.0,166420.04,6048.95,32.0,5200.0,14361.0,13088.55,735.0,32672.0,260017.41999999998,123421.55,1282.0,48701.0,341274.52999999997,383235.33999999997,5260.0,34787.0,951949.6,619549.82,46655.0,47916.0,4721459.91,1926427.57,71410.0,34143.0,3340643.42,2868967.7399999998,42092.0,3274.0,748182.39,508426.77999999997,36336.0,1246.0,270351.1,298114.85,14582.0,230.0,39991.64,77061.0,3716.0,390.0,4916.42,173550.16999999998,408.0,2.0,412.0,1015.0,17.0,5.0,17.0,3129.0,6.0,3.0,6.0,2258.0,548.49,547.18,3,223029.0,215266.0,0.9651928672954405,7763.0,10978983.450000001,7005902.2,-0.22091223304496127,-0.00042033700062119245,FLAT,FLAT
2024-06-20,15,166.0,952.0,99648.93,958.0,225.0,2309.0,112412.92000000001,2687.37,39.0,14321.0,15232.0,35342.23,859.0,48539.0,231714.50999999998,224551.71,3702.0,50050.0,599915.78,516876.08,23254.0,77372.0,2353579.5,2294402.16,57493.0,55054.0,2553993.05,3187514.93,71633.0,14291.0,866448.99,1871271.17,43081.0,1803.0,125777.54,389051.19,23466.0,693.0,27226.88,215227.4,12514.0,272.0,12516.0,112976.98000000001,2887.0,396.0,2887.0,202244.04000000004,350.0,10.0,350.0,5600.0,103.0,4.0,103.0,2709.0,62.0,7.0,62.0,5993.0,548.49,546.95,3,239834.0,266073.0,1.1094048383460668,-26239.0,7001868.1,9067405.260000002,0.12853954959416244,-0.005667794131090624,DOWN,DOWN
2024-06-21,9,676.0,33868.0,266960.19,809976.82,587.0,20982.0,183731.64,845369.3400000001,4376.0,44601.0,1095253.31,2673783.65,10312.0,61702.0,1783855.07,5748770.39,34028.0,54819.0,4174301.0100000002,7157363.83,62213.0,15669.0,5178473.38,2883242.71,45411.0,7296.0,2304370.26,1822427.13,27506.0,3873.0,806188.2999999999,1232831.83,25367.0,1166.0,409102.34,465586.72,15012.0,405.0,137525.08,205825.27,20556.0,240.0,119248.66,146356.02,4269.0,25.0,14064.8,16570.95,2983.0,41.0,6644.83,32739.0,2101.0,11.0,2836.76,9180.0,2421.0,6.0,2447.34,6063.0,547.0,543.85,4,257818.0,244704.0,0.9491346608850075,13114.0,16485002.970000003,24056086.66,0.18675086829430665,0.0017651926082558073,UP,UP
2024-06-21,10,468.0,37166.0,209379.8,465881.95,723.0,27239.0,257407.75,618325.6,8013.0,39310.0,2120359.04,1418582.53,6841.0,60345.0,1293473.98,3578569.94,55869.0,66174.0,6871130.0200000005,6186049.83,94625.0,20269.0,7102160.87,2845001.96,46866.0,4655.0,1989299.14,975700.94,24512.0,3032.0,547799.21,866552.53,33784.0,281.0,356946.78,105738.9,67034.0,412.0,453915.46,194065.79,12673.0,283.0,49947.51,163319.74,2934.0,117.0,6484.11,80402.0,1000.0,27.0,1593.3,21021.92,1621.0,5.0,1651.5900000000001,4389.0,347.0,3.0,347.0,2946.99,547.0,544.81,4,357310.0,259318.0,0.7257507486503996,97992.0,21261895.560000006,17526549.619999994,-0.0963004813074056,0.0013032066224923095,UP,UP
2024-06-21,11,611.0,25751.0,300197.73,167679.93,909.0,31487.0,346953.72,315373.91,2921.0,25167.0,902169.37,448557.16000000003,3660.0,39303.0,786772.15,1349464.14,32179.0,56407.0,4259086.57,3433328.14,92465.0,35185.0,7667507.75,3418867.54,45929.0,7792.0,2032122.5399999998,1245025.95,34190.0,2538.0,711721.63,592145.39,27765.0,1361.0,289236.87,441608.14999999997,37757.0,189.0,212342.94,75751.01000000001,9499.0,102.0,29302.2,52585.880000000005,1772.0,18.0,3248.9,10870.0,740.0,4.0,844.09,2851.0,379.0,1.0,379.0,810.0,22.0,0.0,22.0,0.0,547.0,545.52,4,290798.0,225305.0,0.7747818073034382,65493.0,17541907.459999997,11554918.200000001,-0.20576090773469588,-0.0017768367795864017,DOWN,DOWN
2024-06-21,12,171.0,11691.0,91267.07,55483.310000000005,361.0,38016.0,142411.78,243212.06,795.0,29849.0,260290.33000000002,334725.81,2715.0,23204.0,657805.35,512230.2,5740.0,37040.0,841220.64,1606084.3,39541.0,58914.0,3524037.01,4507825.4,40597.0,19268.0,1891038.39,2553176.56,29288.0,2856.0,692076.7100000001,589327.37,26113.0,789.0,224466.3,222458.12999999998,17082.0,378.0,92502.78,142956.94,8304.0,150.0,22605.28,72716.94,1058.0,100.0,1677.09,60713.0,1763.0,3.0,1848.96,2077.0,667.0,1.0,667.0,797.0,31.0,2.0,31.0,1848.0,547.0,544.5507,4,174226.0,222261.0,1.2757051186374266,-48035.0,8443945.69,10905632.02,0.12722170824057086,-0.0010847474808130238,DOWN,DOWN
2024-06-21,13,96.0,62762.0,41105.04,382495.23,992.0,48322.0,319519.42,468063.21,1304.0,28479.0,305517.56,579922.03,8278.0,45000.0,1198236.4,1734337.51,37571.0,64898.0,3121270.35,4628970.95,61035.0,29801.0,2592764.38,3578230.65,27784.0,12537.0,523572.89,2408966.18,35384.0,1283.0,294896.01,373037.36,6511.0,476.0,22608.85,182608.28,4198.0,124.0,8327.87,60425.03,5946.0,49.0,8486.33,28257.99,3982.0,40.0,3983.05,28160.0,737.0,10.0,737.0,7670.0,366.0,1.0,366.0,841.0,699.0,1.0,699.0,965.0,547.0,543.96,4,194883.0,293783.0,1.5074839775634228,-98900.0,8442090.149999999,14462950.419999998,0.2628618033484556,0.0006066622545774075,UP,UP
2024-06-21,14,25.0,16320.0,11167.99,53699.12,1593.0,40493.0,543357.92,151044.34,805.0,63446.0,186248.08,421471.68,12009.0,33170.0,1875710.3,662116.9,51413.0,47794.0,4004343.29,2295685.64,58492.0,21711.0,1855529.47,2185158.2,54353.0,9969.0,470099.86,1782152.8499999999,52697.0,514.0,219770.55,141434.88,8625.0,245.0,16218.54,92101.07,2712.0,1446.0,2998.96,664229.74,2133.0,180.0,2167.39,100404.73000000001,116.0,161.0,116.0,114579.71,95.0,20.0,95.0,15318.0,10.0,0.0,10.0,0.0,8.0,0.0,8.0,0.0,547.0,544.29,4,245086.0,235469.0,0.9607607125663613,9617.0,9187841.350000001,8679396.860000001,-0.02845680367743705,-0.0003123334986862863,FLAT,FLAT
2024-06-21,15,430.0,15108.0,190720.52,15412.06,1288.0,12849.0,452221.51,18362.95,2269.0,26972.0,572746.82,63764.26,9481.0,57721.0,1502155.06,346981.91000000003,52436.0,46377.0,3966996.27,979959.39,66801.0,34598.0,1592413.78,2335519.8,68117.0,5215.0,404389.49,809683.1900000001,32393.0,1628.0,77523.6,402288.65,11464.0,1322.0,11675.27,466638.43,1535.0,506.0,1540.01,230882.81,1372.0,1553.0,1372.0,855474.29,217.0,65.0,217.0,41629.0,48.0,61.0,48.0,45885.04,124.0,17.0,124.0,14481.999999999998,19.0,0.0,19.0,0.0,547.0,544.12,4,247994.0,203992.0,0.8225682879431657,44002.0,8774162.329999998,6626963.78,-0.1394182824466112,0.002821068881864231,UP,UP
2024-06-24,9,48.0,12406.0,33470.04,48386.89,354.0,31588.0,195265.25,206979.76,101.0,17411.0,47914.02,187558.92,314.0,13360.0,117315.14,229313.65,711.0,24039.0,207918.06,715611.5,3891.0,41210.0,729773.59,2007501.9,32854.0,59872.0,4249290.5600000005,4788989.13,89104.0,22579.0,7097035.69,2417606.01,42287.0,5809.0,2111465.37,813068.4400000001,23125.0,1357.0,491209.1,293630.52,46360.0,305.0,360358.14,101653.9,25060.0,459.0,110217.78,209908.8,31635.0,205.0,90817.01999999999,112771.06999999999,4299.0,30.0,4465.62,19128.0,483.0,6.0,483.0,4440.99,544.51,545.655,0,300626.0,230636.0,0.7671858056197163,69990.0,15846998.38,12156549.48,-0.13178504803926186,0.000595614445024869,UP,UP
2024-06-24,10,69.0,1397.0,56806.0,2979.77,136.0,15322.0,99017.96,52072.51,89.0,35293.0,54743.05,187995.7,227.0,46872.0,114893.0,340354.61,659.0,29280.0,275681.32,395465.24,2912.0,49106.0,909693.62,1046962.0700000001,9652.0,81694.0,2158010.87,3073392.83,47731.0,108724.0,6804624.47,6782766.88,108038.0,107532.0,9740382.48,10366462.17,131834.0,29234.0,6989075.05,3985414.2399999998,55326.0,5533.0,1492776.51,1153210.39,71613.0,1918.0,716399.33,536536.57,65990.0,311.0,387904.18,132427.15,22396.0,153.0,69372.49,74793.05,6944.0,10.0,12859.619999999999,5854.0,544.51,545.98,0,523616.0,512379.0,0.9785396168184728,11237.0,29882239.95,28136687.18,-0.030085919480875613,0.00034799809516821226,FLAT,FLAT
2024-06-24,11,0.0,265.0,0.0,329.91,47.0,5223.0,33041.0,10352.12,171.0,12868.0,101955.0,46710.74,58.0,10571.0,29534.940000000002,56561.5,50.0,12942.0,20597.1,107630.51999999999,536.0,12419.0,166265.59,165507.43,2955.0,26500.0,641398.4,626715.24,16490.0,47515.0,2290737.51,2047422.45,64787.0,45587.0,5045322.62,3681547.56,46464.0,7666.0,1662318.1,1031152.17,15210.0,802.0,221547.06,167837.47,27774.0,757.0,172731.08,237591.71000000002,7203.0,540.0,19492.85,221042.52,586.0,15.0,964.9499999999999,7524.0,181.0,1.0,181.0,618.0,544.51,546.17,0,182512.0,183671.0,1.0063502673796443,-1159.0,10406087.2,8408543.34,-0.10616970956475096,-0.0019592800776313405,DOWN,DOWN
2024-06-24,12,1.0,240.0,763.0,269.08,4.0,1708.0,2652.0,3073.55,4.0,6498.0,2340.0,23324.5,20.0,10377.0,8685.039999999999,46308.43,467.0,17507.0,172858.81,127267.06,206.0,12452.0,60488.8,181859.61,2012.0,30387.0,356601.99,761339.24,13327.0,47463.0,1426934.13,2191914.82,69239.0,43708.0,3848755.66,3615850.2,26515.0,4324.0,588717.11,620303.62,14630.0,601.0,118744.81,141050.81,4821.0,458.0,16000.17,166036.72999999998,5668.0,308.0,7020.64,134190.19,1344.0,4.0,1443.8799999999999,2137.0,134.0,1.0,134.0,710.0,544.51,545.0999,0,138392.0,176036.0,1.272009942769293,-37644.0,6612140.039999999,8015634.840000001,0.09594725182152282,-0.0020636584229790224,DOWN,DOWN
