date,hour_et,open,high,low,close,volume,rsi_2,ret_3h,bb_mid_20,bb_upper_20,bb_lower_20,roll_std_20,atr_14,ema_20,vix_level,ret_fwd_20d,y,y_syn
2023-01-03,4,384.0,386.83,384.0,386.83,146402.0,0.0,0.0,0.0,0.0,0.0,0.0,2.829999999999984,386.83,,0.06610916189621953,UP,UP
2023-01-03,5,386.63,386.64,385.62,386.06,115731.0,0.0,0.0,0.0,0.0,0.0,0.0,2.714285714285698,386.75666666666666,,0.06610916189621953,UP,UP
2023-01-03,6,385.9,386.0,383.52,383.96,129478.0,0.0,0.0,0.0,0.0,0.0,0.0,2.701836734693864,386.49031746031744,,0.06610916189621953,UP,UP
2023-01-03,7,383.95,384.44,383.34,384.31,401021.0,19.607843137233942,-0.00651448956906131,0.0,0.0,0.0,0.0,2.5874198250728755,386.28266817838244,,0.06610916189621953,UP,UP
2023-01-03,8,383.53,386.7204,382.77,384.69,897999.0,43.61493123765274,-0.003548671191006547,0.0,0.0,0.0,0.0,2.6847755518533845,386.130985494727,,0.06610916189621953,UP,UP
2023-01-03,9,384.66,386.43,381.6601,381.71,9847162.0,7.6736951261624,-0.005859985415147428,0.0,0.0,0.0,0.0,2.833713012435286,385.70993925713395,,0.06610916189621953,UP,UP
2023-01-03,10,381.77,382.58,380.07,382.04,12417780.0,21.923414206353357,-0.005906689911789886,0.0,0.0,0.0,0.0,2.810590654404194,385.36042123264497,,0.06610916189621953,UP,UP
2023-01-03,11,382.0499,382.33,378.65,379.07,10173982.0,5.802707930365074,-0.014609165821830583,0.0,0.0,0.0,0.0,2.872691321946752,384.7613334962026,,0.06610916189621953,UP,UP
2023-01-03,12,379.11,380.02,377.831,378.61,6329921.0,4.726195727515659,-0.008121348667836759,0.0,0.0,0.0,0.0,2.8238562275219814,384.17549221085,,0.06610916189621953,UP,UP
2023-01-03,13,378.63,379.99,378.34,379.83,5667761.0,51.980308083171536,-0.005784734582766293,0.0,0.0,0.0,0.0,2.7400093541275563,383.76163580981665,,0.06610916189621953,UP,UP
2023-01-03,14,379.84,380.75,378.09,380.0399,7717424.0,58.9809009821624,0.002558630332128553,0.0,0.0,0.0,0.0,2.734294400261304,383.40718478031033,,0.06610916189621953,UP,UP
2023-01-03,15,380.02,381.3,379.82,380.84,13545784.0,80.57272116556649,0.005889965927999619,0.0,0.0,0.0,0.0,2.6447019430997836,383.1626909917093,,0.06610916189621953,UP,UP
2023-01-03,16,380.84,380.93,380.16,380.69,5530349.0,67.29144067887455,0.0022641708132586924,0.0,0.0,0.0,0.0,2.510794661449798,382.9271966115465,,0.06610916189621953,UP,UP
2023-01-03,17,380.61,380.7,380.48,380.61,37817.0,57.22912876746404,0.0015001056468018081,0.0,0.0,0.0,0.0,2.347166471346239,382.70651121997065,,0.06610916189621953,UP,UP
2023-01-03,18,380.58,380.79,380.31,380.79,103833.0,74.43309592408835,-0.00013128873017531628,0.0,0.0,0.0,0.0,2.213797437678652,382.52398634187824,,0.06610916189621953,UP,UP
2023-01-03,19,380.79,381.11,380.63,380.77,116968.0,68.32575151851464,0.00021014473718761195,0.0,0.0,0.0,0.0,2.0899547635587497,382.3569400236041,,0.06610916189621953,UP,UP
2023-01-04,4,382.5,382.62,382.0,382.38,35003.0,97.77103363340878,0.004650429573579196,0.0,0.0,0.0,0.0,2.0728151375902693,382.35913621183226,,0.07159904534606178,UP,UP
2023-01-04,5,382.38,382.87,381.87,382.08,13869.0,72.61418477310076,0.003387694004569397,0.0,0.0,0.0,0.0,1.99618548490525,382.33255181070535,,0.07159904534606178,UP,UP
2023-01-04,6,382.3,382.81,382.26,382.38,23453.0,81.91886876410582,0.0042282742863146705,0.0,0.0,0.0,0.0,1.9057436645548764,382.33707068587626,,0.07159904534606178,UP,UP
2023-01-04,7,382.28,382.39,381.4,381.84,419962.0,36.848165885516764,-0.0014122077514514553,381.976495,386.40654649808494,377.54644350191506,0.003131948012730045,1.8403334028009575,382.2897306205547,,0.07159904534606178,UP,UP
2023-01-04,8,382.17,383.28,381.3,382.92,538098.0,80.2696656803924,0.0021984924623117408,381.78099499999996,385.6140844015004,377.9479055984995,0.003225045560226086,1.850309588315172,382.34975627573994,,0.07159904534606178,UP,UP
2023-01-04,9,382.97,384.17,381.9,383.23,6957914.0,85.85353010839091,0.002222919608766194,381.639495,384.98547498891367,378.29351501108636,0.003217835274432127,1.880287474864091,382.43358901138373,,0.07159904534606178,UP,UP
2023-01-04,10,383.16,384.27,380.0,382.975,12505958.0,58.57927510610555,0.0029724491933795782,381.590245,384.8193668884429,378.36112311155705,0.0029904572483155675,2.0509812266595118,382.4851519626805,,0.07159904534606178,UP,UP
2023-01-04,11,382.97,385.88,382.311,385.48,9564297.0,94.28012804137619,0.006685469549775336,381.648745,385.11873712829384,378.1787528717062,0.0033378192783447276,2.1594111390409765,382.77037558528235,,0.07159904534606178,UP,UP
2023-01-04,12,385.5,385.74,384.33,384.34,5492398.0,52.83306188866023,0.0028964329514911125,381.631245,385.0396405790155,378.22284942098446,0.0034020955117288025,2.1058817719666227,382.9198636247792,,0.07159904534606178,UP,UP
2023-01-04,13,384.35,385.33,383.65,384.14,5834923.0,45.77258253999383,0.0030419740191918176,381.75274499999995,385.3414382472771,378.1640517527228,0.002884994741709822,2.0754616453975787,383.0360670890859,,0.07159904534606178,UP,UP
2023-01-04,14,384.26,385.56,381.14,383.2301,15159187.0,20.655797756415495,-0.005836619279858901,381.81225,385.45997926540394,378.16452073459607,0.0029429564442833077,2.2429286707263243,383.0545464139349,,0.07159904534606178,UP,UP
2023-01-04,15,383.26,384.08,381.2163,383.74,18092611.0,50.8706721374632,-0.0015611177603163107,382.04575,385.54940228297556,378.54209771702443,0.0022808310581396386,2.287269479960158,383.11982770784584,,0.07159904534606178,UP,UP
2023-01-04,16,383.7,383.95,383.15,383.42,8783450.0,34.419288099474954,-0.0018743166553859547,382.28625,385.4397403559807,379.1327596440193,0.0022663489737837017,2.1810359456772903,383.14841554519387,,0.07159904534606178,UP,UP
2023-01-04,17,383.31,383.88,383.29,383.61,173955.0,52.616223525088465,0.0009913104424730257,382.47525,385.45734081615393,379.4931591838461,0.002182919905944308,2.067390520986054,383.1923759694611,,0.07159904534606178,UP,UP
2023-01-04,18,383.45,383.87,383.38,383.63,114351.0,55.231405860196425,-0.0002866524209099719,382.65475499999997,385.4456872649006,379.86382273509935,0.0021851225057587754,1.9547197694870506,383.2340544485601,,0.07159904534606178,UP,UP
